# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Apr 15 17:57:04 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim
5279,TOI-1422 c,TOI-1422,1,2,34.56330000000,0.00020000000,-0.00020000000,0,0.2050000000,0.0050000000,-0.0050000000,0,2.61000000,0.14000000,-0.14000000,0,14.00000000,3.00000000,-3.00000000,0,Mass,0.200000,,,1,5840.00,62.00,-62.00,0,1.019000,0.014000,-0.013000,0,0.990300,0.035800,-0.035500,0,-0.0280,0.0600,-0.0610,0
5280,TOI-1431 b,TOI-1431,1,1,2.65023700000,0.00000300000,-0.00000300000,0,0.0460000000,0.0020000000,-0.0020000000,0,16.70138124,0.56044903,-0.56044903,0,991.62462984,57.20911326,-57.20911326,0,Mass,0.002200,0.003000,-0.001600,0,7690.00,400.00,-250.00,0,1.920000,0.070000,-0.070000,0,1.900000,0.100000,-0.080000,0,0.0900,0.0300,-0.0300,0
5281,TOI-1437 b,TOI-1437,1,1,18.84094200000,0.00006000000,-0.00006800000,0,0.1400000000,0.0180000000,-0.0170000000,0,2.24000000,0.23000000,-0.22000000,0,9.60000000,3.90000000,-3.30000000,0,Mass,0.170000,0.110000,-0.090000,0,6008.00,113.00,-113.00,0,1.170000,0.110000,-0.120000,0,1.100000,0.100000,-0.100000,0,-0.4924,0.4983,-0.4983,0
5282,TOI-1438 b,TOI-1438,1,2,5.13967000000,0.00000300000,-0.00000300000,0,0.0553000000,0.0015000000,-0.0015000000,0,3.04000000,0.19000000,-0.19000000,0,9.40000000,1.80000000,-1.80000000,0,Mass,0.000000,,,0,5230.00,60.00,-60.00,0,0.820000,0.017000,-0.017000,0,0.876000,0.038000,-0.038000,0,0.0300,0.0600,-0.0600,0
5283,TOI-1438 c,TOI-1438,1,2,9.42808900000,0.00000100000,-0.00000100000,0,0.0830000000,0.0030000000,-0.0030000000,0,2.75000000,0.14000000,-0.14000000,0,10.60000000,2.10000000,-2.10000000,0,Mass,0.000000,,,0,5230.00,60.00,-60.00,0,0.820000,0.017000,-0.017000,0,0.876000,0.038000,-0.038000,0,0.0300,0.0600,-0.0600,0
5284,TOI-1439 b,TOI-1439,1,1,27.64400000000,0.00012000000,-0.00012000000,0,0.1920000000,0.0040000000,-0.0040000000,0,4.24278610,0.23014642,-0.16769357,0,38.50000000,5.70000000,-5.60000000,0,Mass,0.157000,0.083000,-0.083000,0,5841.00,63.00,-65.00,0,1.618400,0.027800,-0.028300,0,1.231300,0.035100,-0.077300,0,0.2260,0.0580,-0.0660,0
5285,TOI-1442 b,TOI-1442,1,1,0.40906770000,0.00000030000,-0.00000030000,0,0.0071000000,0.0002000000,-0.0002000000,0,1.17000000,0.06000000,-0.06000000,0,1.71000000,,,0,M-R relationship,,,,,3330.00,160.00,-160.00,0,0.310000,0.010000,-0.010000,0,0.290000,0.020000,-0.020000,0,,,,
5286,TOI-1443 b,TOI-1443,1,1,23.54067800000,0.00005800000,-0.00005800000,0,0.1470000000,0.0030000000,-0.0030000000,0,2.30381001,0.12697832,-0.10061016,0,30.00000000,,,1,Mass,0.000000,,,0,5224.00,59.00,-58.00,0,0.751100,0.034600,-0.027700,0,0.766300,0.023400,-0.027200,0,-0.2940,0.0590,-0.0590,0
5287,TOI-1444 b,TOI-1444,1,1,0.47027430000,0.00000110000,-0.00000110000,0,0.0116000000,0.0002000000,-0.0002000000,0,1.41792246,0.04673360,-0.04107268,0,3.58000000,0.76000000,-0.75000000,0,Mass,0.000000,,,0,5460.00,66.00,-66.00,0,0.910500,0.015400,-0.014600,0,0.951300,0.029900,-0.032100,0,0.1460,0.0570,-0.0590,0
5288,TOI-1448 b,TOI-1448,1,1,8.11224500000,0.00001800000,-0.00001800000,0,0.0567000000,0.0015000000,-0.0015000000,0,2.74900000,0.06700000,-0.06300000,0,19.50000000,,,1,Mass,0.360000,,,1,3412.00,28.00,-32.00,0,0.380000,0.007000,-0.007000,0,0.372000,0.009000,-0.009000,0,0.3700,0.1400,-0.1400,0
5289,TOI-1450 A b,TOI-1450 A,2,2,2.04392740000,0.00000100000,-0.00000100000,0,,,,,1.13000000,0.04300000,-0.04300000,0,1.25800000,0.12800000,-0.12800000,0,Mass,,,,,3437.00,86.00,-86.00,0,0.483000,0.025000,-0.025000,0,0.480000,0.024000,-0.024000,0,-0.1200,0.1700,-0.1700,0
5290,TOI-1450 A c,TOI-1450 A,2,2,5.06880000000,0.00190000000,-0.00190000000,0,,,,,1.13000000,,,0,1.52700000,0.18100000,-0.18100000,0,Msini,,,,,3437.00,86.00,-86.00,0,0.483000,0.025000,-0.025000,0,0.480000,0.024000,-0.024000,0,-0.1200,0.1700,-0.1700,0
5291,TOI-1451 b,TOI-1451,1,1,16.53794400000,0.00004500000,-0.00004500000,0,0.1270000000,0.0030000000,-0.0030000000,0,2.61143902,0.13407193,-0.10283772,0,15.20000000,2.80000000,-2.80000000,0,Mass,0.000000,,,0,5801.00,77.00,-78.00,0,1.016200,0.018100,-0.017200,0,1.002200,0.036400,-0.034000,0,0.0190,0.0580,-0.0600,0
5292,TOI-1452 b,TOI-1452,2,1,11.06201000000,0.00002000000,-0.00002000000,0,0.0610000000,0.0030000000,-0.0030000000,0,1.67200000,0.07100000,-0.07100000,0,4.82000000,1.30000000,-1.30000000,0,Mass,0.000000,,,0,3185.00,50.00,-50.00,0,0.275000,0.009000,-0.009000,0,0.249000,0.008000,-0.008000,0,-0.0700,0.0200,-0.0200,0
5293,TOI-1453 b,TOI-1453,2,2,4.31352250000,0.00001180000,-0.00000920000,0,,,,,1.17300000,0.05900000,-0.05600000,0,2.32000000,,,1,Mass,0.000000,,,0,4975.00,68.00,-68.00,0,0.720000,0.029000,-0.029000,0,0.715000,0.035000,-0.035000,0,-0.3100,0.0600,-0.0600,0
5294,TOI-1453 c,TOI-1453,2,2,6.58869820000,0.00000410000,-0.00000410000,0,,,,,2.22400000,0.09500000,-0.09500000,0,2.95000000,0.83000000,-0.84000000,0,Mass,0.000000,,,0,4975.00,68.00,-68.00,0,0.720000,0.029000,-0.029000,0,0.715000,0.035000,-0.035000,0,-0.3100,0.0600,-0.0600,0
5295,TOI-1467 b,TOI-1467,1,1,5.97114713000,0.00000874600,-0.00000847000,0,0.0507480000,0.0006830000,-0.0007010000,0,1.92000000,0.17100000,-0.11300000,0,9.00000000,,,1,Mass,0.000000,,,0,3834.00,157.00,-157.00,0,0.491000,0.015000,-0.015000,0,0.489000,0.020000,-0.020000,0,-0.0620,0.0420,-0.0500,0
5296,TOI-1468 b,TOI-1468,1,2,1.88052010000,0.00000250000,-0.00000300000,0,0.0210700000,0.0001600000,-0.0001600000,0,1.40100000,0.05900000,-0.06000000,0,3.04000000,0.46000000,-0.46000000,0,Mass,0.009900,0.018000,-0.005000,0,3376.00,45.00,-44.00,0,0.371400,0.010000,-0.010000,0,0.352700,0.008100,-0.007900,0,-0.0100,0.2100,-0.2200,0
5297,TOI-1468 c,TOI-1468,1,2,15.53247700000,0.00002500000,-0.00002600000,0,0.0860800000,0.0006500000,-0.0006500000,0,2.12600000,0.09200000,-0.09300000,0,4.10000000,1.10000000,-1.10000000,0,Mass,0.111000,0.150000,-0.084000,0,3376.00,45.00,-44.00,0,0.371400,0.010000,-0.010000,0,0.352700,0.008100,-0.007900,0,-0.0100,0.2100,-0.2200,0
5298,TOI-1470 b,TOI-1470,1,2,2.52709300000,0.00000400000,-0.00000300000,0,0.0285000000,0.0004000000,-0.0004000000,0,2.18000000,0.04000000,-0.04000000,0,7.32000000,1.21000000,-1.24000000,0,Mass,0.300000,,,1,3709.00,11.00,-11.00,0,0.469000,0.003000,-0.003000,0,0.471000,0.011000,-0.011000,0,0.0000,0.0300,-0.0300,0
5299,TOI-1470 c,TOI-1470,1,2,18.08816000000,0.00006000000,-0.00008000000,0,0.1060000000,0.0010000000,-0.0010000000,0,2.47000000,0.02000000,-0.02000000,0,7.24000000,2.87000000,-2.77000000,0,Mass,0.500000,,,1,3709.00,11.00,-11.00,0,0.469000,0.003000,-0.003000,0,0.471000,0.011000,-0.011000,0,0.0000,0.0300,-0.0300,0
5300,TOI-1472 b,TOI-1472,1,2,6.36338574000,0.00000011000,-0.00000011000,0,0.0640000000,0.0020000000,-0.0020000000,0,4.05800000,0.09800000,-0.09800000,0,18.05000000,0.84000000,-0.85000000,0,Mass,0.041000,0.002000,-0.002000,0,5100.00,50.00,-50.00,0,0.840000,0.020000,-0.020000,0,0.870000,0.060000,-0.060000,0,0.2700,0.0900,-0.0900,0
5301,TOI-1472 c,TOI-1472,1,2,15.53817470000,0.00000310000,-0.00000310000,0,0.1160000000,0.0030000000,-0.0030000000,0,3.33400000,0.08000000,-0.08000000,0,21.13000000,0.96000000,-0.99000000,0,Mass,0.172000,0.002000,-0.002000,0,5100.00,50.00,-50.00,0,0.840000,0.020000,-0.020000,0,0.870000,0.060000,-0.060000,0,0.2700,0.0900,-0.0900,0
5302,TOI-1478 b,TOI-1478,1,1,10.18021170000,0.00000710000,-0.00000710000,0,0.0818000000,0.0130000000,-0.0085000000,0,11.99360935,1.79343691,-1.12089807,0,279.68899816,34.96112477,-38.13940884,0,Mass,0.055000,0.032000,-0.032000,0,5597.00,83.00,-82.00,0,1.048000,0.030000,-0.029000,0,0.947000,0.059000,-0.041000,0,0.0780,0.0720,-0.0660,0
5303,TOI-150.01,TOI-150,1,1,5.85748700000,0.00008900000,-0.00009700000,0,0.0703700000,0.0008700000,-0.0008800000,0,14.06729500,0.23538900,-0.21297100,0,797.75330000,38.13960000,-38.13960000,0,Mass,0.262000,0.045000,-0.037000,0,6255.00,90.00,-90.00,0,1.526000,0.012000,-0.012000,0,1.351000,0.038000,-0.026000,0,0.2800,0.0360,-0.0360,0
5304,TOI-1516 b,TOI-1516,1,1,2.05601400000,0.00000200000,-0.00000200000,0,,,,,15.24421375,0.33626942,-0.33626942,0,1004.33776612,38.13940884,-38.13940884,0,Mass,,,,,6520.00,90.00,-90.00,0,1.140000,0.020000,-0.020000,0,1.140000,0.060000,-0.060000,0,-0.0500,0.1000,-0.1000,0
5305,TOI-1518 b,TOI-1518,1,1,1.90261131000,0.00000043000,-0.00000043000,0,0.0371200000,0.0008200000,-0.0008200000,0,21.05046575,0.47077719,-0.47077719,0,581.62598481,149.37935129,-149.37935129,0,Mass,0.010000,,,1,7299.00,98.00,-100.00,0,1.942000,0.043000,-0.043000,0,1.880000,0.130000,-0.120000,0,-0.1000,0.1200,-0.1200,0
5306,TOI-157 b,TOI-157,1,1,2.08454350000,0.00000230000,-0.00000230000,0,0.0313800000,0.0002500000,-0.0002000000,0,14.41477400,0.25780700,-0.22418000,0,375.03940000,41.31790000,-38.13960000,0,Mass,0.000000,,,0,5404.00,70.00,-67.00,0,1.167000,0.017000,-0.014000,0,0.948000,0.023000,-0.018000,0,0.2400,0.0900,-0.0900,0
5307,TOI-1601 b,TOI-1601,1,1,5.33175000000,0.00014000000,-0.00014000000,0,0.0690000000,0.0010000000,-0.0010000000,0,14.19902343,0.64857111,-0.51121860,0,387.00000000,16.00000000,-17.00000000,0,Mass,0.000000,,,0,5982.00,78.00,-64.00,0,2.195000,0.062200,-0.062300,0,1.505500,0.034700,-0.050500,0,0.3430,0.0520,-0.0580,0
5308,TOI-163 b,TOI-163,1,1,4.23130600000,0.00006300000,-0.00005700000,0,0.0580000000,0.0014000000,-0.0014000000,0,16.69020100,0.38110600,-0.38110600,0,387.75260000,38.13960000,-38.13960000,0,Mass,0.000000,,,0,6495.00,90.00,-90.00,0,1.648000,0.023000,-0.025000,0,1.435200,0.029000,-0.028000,0,0.2200,0.0410,-0.0410,0
5309,TOI-1630.01,TOI-1630,1,1,12.05573473300,0.00001468300,-0.00001488400,0,0.1011510000,0.0042540000,-0.0046370000,0,2.41700000,0.22800000,-0.16200000,0,6.42000000,,,0,M-R relationship,,,,,5504.00,130.00,-130.00,0,0.830000,0.040000,-0.040000,0,0.950000,0.130000,-0.130000,0,,,,
5310,TOI-1634 b,TOI-1634,2,2,0.98934550000,0.00000600000,-0.00000600000,0,0.0154500000,0.0001400000,-0.0001400000,0,1.77300000,0.07700000,-0.07700000,0,7.57000000,0.71000000,-0.72000000,0,Mass,0.000000,,,0,3472.00,70.00,-70.00,0,0.450000,0.016000,-0.016000,0,0.451000,0.015000,-0.015000,0,0.1900,0.1200,-0.1200,0
5311,TOI-1634 c,TOI-1634,2,2,103.00000000000,5.80000000000,-4.50000000000,0,,,,,,,,,,,,,Msini,0.000000,,,0,3472.00,70.00,-70.00,0,0.450000,0.016000,-0.016000,0,0.451000,0.015000,-0.015000,0,0.1900,0.1200,-0.1200,0
5312,TOI-1648 b,TOI-1648,1,1,7.33160200000,0.00001500000,-0.00002000000,0,0.0694000000,0.0016000000,-0.0017000000,0,2.54000000,0.14000000,-0.12000000,0,7.40000000,1.10000000,-1.30000000,0,Mass,0.178000,0.075000,-0.053000,0,4850.00,50.00,-50.00,0,0.810000,0.020000,-0.020000,0,0.830000,0.060000,-0.060000,0,0.2000,0.0900,-0.0900,0
5313,TOI-1659.01,TOI-1659,1,1,5.87755632800,0.00001473200,-0.00001813900,0,0.0657570000,0.0026860000,-0.0029200000,0,2.25500000,0.25400000,-0.15700000,0,5.71000000,,,0,M-R relationship,,,,,5977.00,131.00,-131.00,0,1.006000,0.048000,-0.048000,0,1.100000,0.140000,-0.140000,0,,,,
5314,TOI-1669 b,TOI-1669,1,2,500.00000000000,13.00000000000,-13.00000000000,0,1.2700000000,0.0300000000,-0.0300000000,0,14.10000000,,,0,191.00000000,25.00000000,-24.00000000,0,Msini,0.000000,,,0,5497.00,73.00,-72.00,0,1.056100,0.018800,-0.018300,0,0.986700,0.032200,-0.030900,0,0.2740,0.0590,-0.0600,0
5315,TOI-1669 c,TOI-1669,1,2,2.68005350000,0.00000620000,-0.00000620000,0,0.0376000000,0.0007000000,-0.0007000000,0,2.29639770,0.10169388,-0.09022874,0,13.00000000,,,1,Mass,0.000000,,,0,5497.00,73.00,-72.00,0,1.056100,0.018800,-0.018300,0,0.986700,0.032200,-0.030900,0,0.2740,0.0590,-0.0600,0
5316,TOI-1670 b,TOI-1670,1,2,10.98462000000,0.00046000000,-0.00051000000,0,0.1030000000,0.0020000000,-0.0020000000,0,2.06000000,0.19000000,-0.15000000,0,41.31769291,,,1,Mass,0.590000,0.170000,-0.260000,0,6170.00,61.00,-61.00,0,1.316000,0.019000,-0.019000,0,1.210000,0.020000,-0.020000,0,0.0900,0.0700,-0.0700,0
5317,TOI-1670 c,TOI-1670,1,2,40.74976000000,0.00002200000,-0.00021000000,0,0.2490000000,0.0050000000,-0.0050000000,0,11.06326395,0.28022452,-0.28022452,0,200.23189641,28.60455663,-25.42627256,0,Mass,0.090000,0.050000,-0.040000,0,6170.00,61.00,-61.00,0,1.316000,0.019000,-0.019000,0,1.210000,0.020000,-0.020000,0,0.0900,0.0700,-0.0700,0
5318,TOI-1680 b,TOI-1680,1,1,4.80263450000,0.00000400000,-0.00000390000,0,0.0314400000,0.0002500000,-0.0002600000,0,1.46600000,0.06300000,-0.04900000,0,2.75000000,,,0,M-R relationship,,,,,3225.00,99.00,-100.00,0,0.210600,0.006100,-0.004800,0,0.179800,0.004400,-0.004400,0,0.0400,0.2000,-0.2000,0
5319,TOI-1683.01,TOI-1683,1,1,3.05753560000,,,0,0.0365075930,,,0,2.63820000,0.27638700,-0.27638700,0,7.45000000,,,0,M-R relationship,,,,,4402.00,,,0,0.700000,,,0,0.694661,,,0,,,,
5320,TOI-1685 b,TOI-1685,1,1,0.66913923000,0.00000039000,-0.00000039000,0,0.0116400000,0.0009700000,-0.0009700000,0,1.42100000,0.06000000,-0.06000000,0,3.07000000,0.34000000,-0.33000000,0,Mass,0.000000,,,0,3470.00,102.00,-102.00,0,0.462000,0.013000,-0.013000,0,0.466000,0.019000,-0.019000,0,0.0100,0.1200,-0.1200,0
5321,TOI-169 b,TOI-169,1,1,2.25544770000,0.00000630000,-0.00000630000,0,0.0352400000,0.0006900000,-0.0007900000,0,12.17297400,0.90792900,-0.53803200,0,251.40353000,20.34112000,-19.06980000,0,Mass,0.000000,,,0,5880.00,54.00,-49.00,0,1.288000,0.020000,-0.019000,0,1.147000,0.069000,-0.075000,0,0.2400,0.0900,-0.0900,0
5322,TOI-1691 b,TOI-1691,1,1,16.73688893500,0.00001819600,-0.00001823700,0,0.1293650000,0.0057260000,-0.0062680000,0,3.66000000,0.23600000,-0.20700000,0,14.60000000,5.40000000,-5.30000000,0,Mass,0.000000,,,0,5759.00,187.00,-187.00,0,1.000000,0.050000,-0.050000,0,1.030000,0.140000,-0.140000,0,0.0520,0.0550,-0.0590,0
5323,TOI-1693 b,TOI-1693,1,1,1.76669570000,0.00000540000,-0.00000540000,0,0.0226000000,0.0004000000,-0.0004000000,0,1.41000000,0.10000000,-0.10000000,0,2.57000000,,,0,M-R relationship,,,,,3499.00,70.00,-70.00,0,0.460000,0.010000,-0.010000,0,0.490000,0.030000,-0.030000,0,,,,
5324,TOI-1694 b,TOI-1694,1,2,3.77010700000,0.00008500000,-0.00008500000,0,0.0450000000,0.0008000000,-0.0008000000,0,5.34222660,0.14825442,-0.11897869,0,31.30000000,2.70000000,-2.50000000,0,Mass,0.000000,,,0,5058.00,60.00,-56.00,0,0.803600,0.012900,-0.012000,0,0.853000,0.022700,-0.024900,0,0.1310,0.0540,-0.0550,0
5325,TOI-1694 c,TOI-1694,1,2,393.10000000000,4.70000000000,-4.70000000000,0,0.1000000000,0.0200000000,-0.0200000000,0,13.80000000,,,0,297.00000000,16.00000000,-16.00000000,0,Msini,0.000000,,,0,5058.00,60.00,-56.00,0,0.803600,0.012900,-0.012000,0,0.853000,0.022700,-0.024900,0,0.1310,0.0540,-0.0550,0
5326,TOI-1695 b,TOI-1695,1,1,3.13427910000,0.00000710000,-0.00000630000,0,0.0335480000,0.0002600000,-0.0002680000,0,1.90000000,0.16000000,-0.14000000,0,6.36000000,1.00000000,-1.00000000,0,Mass,0.097000,,,1,3690.00,50.00,-50.00,0,0.515000,0.015000,-0.015000,0,0.513000,0.012000,-0.012000,0,0.0000,0.5000,-0.5000,0
5327,TOI-1696 b,TOI-1696,1,1,2.50031100000,0.00000400000,-0.00000400000,0,0.0229000000,0.0002000000,-0.0002000000,0,3.09000000,0.11000000,-0.11000000,0,48.80000000,,,1,Mass,0.000000,,,0,3185.00,76.00,-76.00,0,0.277500,0.008000,-0.008000,0,0.255000,0.006600,-0.006600,0,0.3360,0.0600,-0.0600,0
5328,TOI-1710 b,TOI-1710,2,1,24.28337700000,0.00002600000,-0.00002600000,0,0.1660000000,0.0030000000,-0.0013000000,0,5.20315158,0.09613295,-0.09124817,0,22.40000000,4.10000000,-4.00000000,0,Mass,0.000000,,,0,5684.00,64.00,-68.00,0,0.957400,0.016200,-0.015300,0,1.025800,0.023600,-0.029700,0,0.1470,0.0450,-0.0530,0
5329,TOI-1716.01,TOI-1716,1,1,8.08237655400,0.00002770100,-0.00002704000,0,0.0804960000,0.0033330000,-0.0036330000,0,3.14300000,0.40900000,-0.29800000,0,10.00000000,,,0,M-R relationship,,,,,5879.00,141.00,-141.00,0,1.240000,0.070000,-0.070000,0,1.070000,0.140000,-0.140000,0,0.0960,0.0580,-0.0600,0
5330,TOI-172 b,TOI-172,1,1,9.47725000000,0.00064000000,-0.00079000000,0,0.0914000000,0.0017000000,-0.0017000000,0,10.81668500,0.35868800,-0.32506100,0,1722.63860000,69.92260000,-63.56600000,0,Mass,0.380600,0.009300,-0.009000,0,5645.00,50.00,-50.00,0,1.777000,0.047000,-0.044000,0,1.128000,0.065000,-0.061000,0,0.1480,0.0790,-0.0800,0
5331,TOI-1723 b,TOI-1723,1,1,13.72701264300,0.00001470500,-0.00001335500,0,0.1134960000,0.0044710000,-0.0048610000,0,3.43500000,0.24400000,-0.19300000,0,10.40000000,5.20000000,-4.80000000,0,Mass,0.000000,,,0,5777.00,125.00,-125.00,0,1.090000,0.050000,-0.050000,0,1.040000,0.130000,-0.130000,0,0.1590,0.0500,-0.0550,0
5332,TOI-1728 b,TOI-1728,1,1,3.49151000000,0.00006200000,-0.00005700000,0,0.0391000000,0.0009000000,-0.0009000000,0,5.05000000,0.16000000,-0.17000000,0,26.78000000,5.43000000,-5.13000000,0,Mass,0.057000,0.054000,-0.039000,0,3980.00,31.00,-32.00,0,0.624300,0.010000,-0.009700,0,0.646000,0.023000,-0.022000,0,0.2500,0.1000,-0.1000,0
5333,TOI-1736 b,TOI-1736,1,2,7.07307600000,0.00001700000,-0.00001700000,0,0.0730000000,0.0010000000,-0.0010000000,0,3.18175535,0.12195694,-0.09508409,0,12.30000000,1.50000000,-1.40000000,0,Mass,0.000000,,,0,5636.00,86.00,-80.00,0,1.428600,0.026700,-0.024900,0,1.037300,0.036800,-0.033100,0,0.1480,0.0610,-0.0580,0
5334,TOI-1736 c,TOI-1736,1,2,571.25000000000,0.46000000000,-0.46000000000,0,1.3700000000,0.0300000000,-0.0300000000,0,12.50000000,,,0,2800.00000000,500.00000000,-200.00000000,0,Mass,0.368500,0.002100,-0.002100,0,5636.00,86.00,-80.00,0,1.428600,0.026700,-0.024900,0,1.037300,0.036800,-0.033100,0,0.1480,0.0610,-0.0580,0
5335,TOI-1739 b,TOI-1739,1,1,8.30334140600,0.00000916100,-0.00001010600,0,0.0738720000,0.0028800000,-0.0031350000,0,1.94600000,0.22600000,-0.16900000,0,4.45000000,,,0,M-R relationship,,,,,4814.00,125.00,-125.00,0,0.781000,0.054000,-0.054000,0,0.780000,0.090000,-0.090000,0,0.0700,0.2400,-0.2300,0
5336,TOI-1742 b,TOI-1742,1,1,21.26908400000,0.00005100000,-0.00005100000,0,0.1540000000,0.0030000000,-0.0030000000,0,2.36507598,0.05691119,-0.05107400,0,9.70000000,1.90000000,-1.90000000,0,Mass,0.300000,0.100000,-0.100000,0,5815.00,76.00,-73.00,0,1.131000,0.018100,-0.018500,0,1.086100,0.034000,-0.033300,0,0.1930,0.0630,-0.0580,0
5337,TOI-1743 b,TOI-1743,1,1,4.26604600000,0.00000200000,-0.00000200000,0,0.0358900000,0.0009200000,-0.0011000000,0,1.83000000,0.11000000,-0.10000000,0,4.01000000,,,0,M-R relationship,,,,,3277.00,78.00,-77.00,0,0.338000,0.014000,-0.014000,0,0.339000,0.027000,-0.031000,0,0.2200,0.1400,-0.1500,0
5338,TOI-1744.01,TOI-1744,1,1,22.34170292700,0.00004416400,-0.00004215600,0,0.1640860000,0.0073210000,-0.0080100000,0,2.68000000,0.26300000,-0.17200000,0,7.65000000,,,0,M-R relationship,,,,,6179.00,125.00,-125.00,0,1.140000,0.050000,-0.050000,0,1.180000,0.160000,-0.160000,0,,,,
5339,TOI-1749 b,TOI-1749,1,3,2.38839000000,0.00031000000,-0.00066000000,0,0.0291000000,0.0005000000,-0.0005000000,0,1.39000000,0.21000000,-0.19000000,0,57.00000000,,,1,Mass,0.140000,,,1,3985.00,55.00,-55.00,0,0.550000,0.030000,-0.030000,0,0.580000,0.030000,-0.030000,0,-0.2600,0.0800,-0.0800,0
5340,TOI-1749 c,TOI-1749,1,3,4.49290000000,0.00380000000,-0.00270000000,0,0.0443000000,0.0008000000,-0.0008000000,0,2.12000000,0.12000000,-0.12000000,0,14.00000000,,,1,Mass,0.019000,,,1,3985.00,55.00,-55.00,0,0.550000,0.030000,-0.030000,0,0.580000,0.030000,-0.030000,0,-0.2600,0.0800,-0.0800,0
5341,TOI-1749 d,TOI-1749,1,3,9.04970000000,0.00490000000,-0.00320000000,0,0.0707000000,0.0012000000,-0.0012000000,0,2.52000000,0.15000000,-0.15000000,0,15.00000000,,,1,Mass,0.062000,,,1,3985.00,55.00,-55.00,0,0.550000,0.030000,-0.030000,0,0.580000,0.030000,-0.030000,0,-0.2600,0.0800,-0.0800,0
5342,TOI-1751 b,TOI-1751,1,1,37.46852000000,0.00013000000,-0.00013000000,0,0.2150000000,0.0040000000,-0.0040000000,0,2.95078450,0.11061818,-0.08190008,0,19.50000000,3.50000000,-3.40000000,0,Mass,0.327000,0.083000,-0.083000,0,5970.00,86.00,-84.00,0,1.313700,0.025100,-0.025000,0,0.938200,0.036300,-0.032900,0,-0.3730,0.0570,-0.0600,0
